epoch	coverage
1	29.9
2	32.5
3	34.5
4	35.4
5	37.1
6	37.3
7	37.3
8	37.3
9	37.4
10	37.4
11	37.4
12	37.4
13	37.4
14	37.4
15	37.4
16	37.4
17	37.4
18	37.4
19	37.4
20	37.4
21	37.4
22	37.4
23	37.4
24	37.4
25	38.0
26	38.1
27	39.0
28	39.0
29	39.0
30	39.1
31	39.1
32	39.1
33	39.2
34	39.2
35	39.2
36	39.2
37	39.2
38	39.2
39	39.2
40	39.2
41	39.2
42	39.2
43	39.2
44	39.2
45	39.3
46	39.3
47	39.3
48	39.3
49	39.5
50	39.5
51	39.5
52	39.5
53	39.5
54	39.5
55	39.5
56	39.5
57	39.5
58	39.5
59	39.5
60	39.5
61	39.5
62	39.5
63	39.5
64	39.5
65	39.5
66	39.5
67	39.5
68	39.5
69	39.5
70	39.6
71	39.6
72	39.6
73	39.6
74	39.6
75	39.6
76	39.6
77	39.6
78	39.6
79	39.6
80	39.6
81	39.6
82	39.6
83	39.6
84	39.6
85	39.6
86	39.6
87	39.6
88	39.6
89	39.6
90	39.6
91	39.6
92	39.6
93	39.6
94	39.6
95	39.6
96	39.6
97	39.6
98	39.6
99	39.6
