epoch	coverage
1	12.0
2	23.2
3	30.4
4	30.7
5	32.9
6	34.0
7	34.6
8	34.8
9	35.1
10	35.1
11	35.6
12	35.6
13	35.6
14	35.6
15	35.6
16	35.6
17	35.6
18	35.6
19	35.6
20	35.6
21	35.6
22	35.6
23	35.6
24	35.6
25	35.9
26	35.9
27	35.9
28	35.9
29	35.9
30	35.9
31	35.9
32	35.9
33	35.9
34	35.9
35	35.9
36	35.9
37	35.9
38	35.9
39	35.9
40	35.9
41	36.0
42	36.0
43	36.1
44	36.1
45	36.1
46	36.1
47	36.1
48	36.1
49	36.1
50	36.1
51	36.1
52	36.1
53	36.1
54	36.1
55	36.1
56	36.1
57	36.1
58	36.1
59	36.1
60	36.1
61	36.1
62	36.1
63	36.1
64	36.1
65	36.1
66	36.1
67	36.1
68	36.1
69	36.1
70	36.1
71	36.1
72	36.1
73	36.1
74	36.1
75	36.1
76	36.1
77	36.1
78	36.1
